rowID,studyID,armID,study_name,manga,study_year,pub_year,drug_name,drug_abbrev,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,ascale,baseline_mean,V,mean_efficacy,Imputation,Responders,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,PLAresp,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t
f51,188,1,Keegan1991,0,1991,1991,fluoxetine,fluo,20,R from pub data and no or inadequate unpub data,39.5,13.6,0.67,Flexible,Licensed,Yes,Investigational,HAMD21,NA,6,NA,Others,12,0,No,North America,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.1,0.019047619,Low risk,NA,2,0,Moderate risk,0,0,0,0,8
f54,189,2,Preskorn1991,0,1991,1991,amitriptyline,amit,31,R imputed from pub data and no or inadequate unpub data,NA,NA,NA,Flexible,Licensed,No,Comparator,HAMDunspecified,23.5,6,-7.9,Others,8,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.360655738,0.516129032,0.155473295,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
f53,189,1,Preskorn1991,0,1991,1991,fluoxetine,fluo,30,R imputed from pub data and no or inadequate unpub data,NA,NA,NA,Flexible,Licensed,Yes,Investigational,HAMDunspecified,23.8,6,-10.1,Others,12,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.2,0.160655738,Moderate risk,NA,2,0,High risk,0,0,0,0,8
f56,190,2,Beasley1991,0,1991,1991,fluoxetine,fluo,65,R imputed from pub data and no or inadequate unpub data,40,11.3,0.646,Flexible,Licensed,Yes,Investigational,HAMD21,23.4,6,-12.2,LOCF,33,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.341269841,0.307692308,0.033577534,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
f55,190,1,Beasley1991,0,1991,1991,trazodone,traz,61,R imputed from pub data and no or inadequate unpub data,40,10.8,0.689,Flexible,Licensed,No,Comparator,HAMD21,24.3,6,-13.9,LOCF,34,1,No,North America,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.37704918,0.035779339,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,16
f58,191,2,Judd1993,0,1993,1993,amitriptyline,amit,28,R imputed from pub data and no or inadequate unpub data,41.7,9.8,0.655172414,Flexible,Licensed,No,Comparator,HAMD17,23.7,6,11.6,Others,12,1,No,Australia,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.206896552,0.178571429,0.028325123,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
f57,191,1,Judd1993,0,1993,1993,fluoxetine,fluo,30,R imputed from pub data and no or inadequate unpub data,41.7,9.8,0.655172414,Fixed,Licensed,Yes,Investigational,HAMD17,24.4,6,NA,OC,15,1,No,Australia,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.233333333,0.026436782,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
f67,196,1,Demyttenaere1998  ,0,1998,1998,amitriptyline,amit,31,R from pub data and no or inadequate unpub data,42.1,8.1,NA,Fixed,Licensed,No,Comparator,HAMDunspecified,23.9,9,7.2,Others,18,0,No,Europe,Multi-center,Outpatients only,Unclear,9,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.451612903,0.1485826,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
f68,196,2,Demyttenaere1998  ,0,1998,1998,fluoxetine,fluo,35,R from pub data and no or inadequate unpub data,41.4,8.9,NA,Fixed,Licensed,Yes,Investigational,HAMDunspecified,24.9,9,9.9,Others,22,0,No,Europe,Multi-center,Outpatients only,Unclear,9,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.303030303,0.171428571,0.131601732,Moderate risk,NA,2,0,High risk,0,0,0,0,8
f70,197,2,Marchesi1998  ,0,1998,1998,amitriptyline,amit,75,R from pub data and no or inadequate unpub data,43.6,11.9,0.747,Flexible,Licensed,No,Comparator,HAMD17,25.3,10,8.15,LOCF,59,0,No,Europe,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.11971831,0.133333333,0.013615023,Low risk,NA,2,0,Low risk,0,0,0,0,2
f69,197,1,Marchesi1998  ,0,1998,1998,fluoxetine,fluo,67,R from pub data and no or inadequate unpub data,43.6,11.9,0.731,Fixed,Licensed,Yes,Investigational,HAMD17,25.5,10,8.96,LOCF,45,0,No,Europe,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.104477612,0.015240698,Low risk,NA,2,0,Moderate risk,0,0,0,0,8
f72,198,2,OntiverosSanchez1998  ,0,1998,1998,amitriptyline,amit,21,R from pub data and no or inadequate unpub data,36.5,9.34,0.619,Flexible,Licensed,No,Comparator,HAMD17,23.1,6,5.8,Others,6,0,No,South America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.404761905,0.476190476,0.071428571,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
f71,198,1,OntiverosSanchez1998  ,0,1998,1998,fluoxetine,fluo,21,R from pub data and no or inadequate unpub data,38.6,11.52,0.429,Fixed,Licensed,Yes,Investigational,HAMD17,23.5,6,7.8,Others,7,0,No,South America,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.333333333,0.071428571,Moderate risk,NA,2,0,High risk,0,0,0,0,8
f74,199,2,Versiani1999,0,1999,1999,amitriptyline,amit,80,R from pub data and no or inadequate unpub data,41.3,NA,0.758,Flexible,Licensed,No,Comparator,HAMD21,27.8,8,8.7,Others,58,0,No,South America,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.171974522,0.1875,0.015525478,Low risk,NA,2,0,Low risk,0,0,0,0,2
f73,199,1,Versiani1999,0,1999,1999,fluoxetine,fluo,77,R from pub data and no or inadequate unpub data,41.3,NA,0.758,Fixed,Licensed,Yes,Investigational,HAMD21,28.4,8,10.5,Others,57,0,No,South America,Multi-center,Other/Unclear/Not stated,Yes,8,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.155844156,0.016130366,Low risk,NA,2,0,Moderate risk,0,0,0,0,8
f80,202,2,Fava2002,1,2002,2002,fluoxetine,fluo,92,R from pub data and no or inadequate unpub data,42.1,13.5,NA,Flexible,Licensed,Yes,Investigational,HAMD17,20.5,10,8.73,Others,57,0,No,North America,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.260869565,0.010257195,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,8
f81,202,3,Fava2002,1,2002,2002,paroxetine,paro,96,R from pub data and no or inadequate unpub data,42.5,14.7,NA,Flexible,Licensed,No,Comparator,HAMD17,20.60000038,10,8.33,Others,64,0,No,North America,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.271126761,0.28125,0.010123239,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,13
f79,202,1,Fava2002,1,2002,2002,sertraline,sert,96,R from pub data and no or inadequate unpub data,44,14.7,NA,Flexible,Licensed,No,Comparator,HAMD17,21,10,8.11,Others,70,0,No,North America,Multi-center,Outpatients only,Yes,10,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.270833333,0.000293427,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,15
fl02,210,2,DeWilde1983a,0,1983,1983,clomipramine,clom,21,R imputed from pub data and no or inadequate unpub data,NA,NA,NA,Flexible,Licensed,No,Comparator,HAMD17,24.2,6,5.1,Others,17,1,No,Europe,Single center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0,0,0,Low risk,NA,2,0,Low risk,0,0,0,0,5
fl01,210,1,DeWilde1983a,0,1983,1983,fluvoxamine,fluv,22,R imputed from pub data and no or inadequate unpub data,NA,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD17,23.4,6,6.4,Others,16,1,No,Europe,Single center,Outpatients only,Unclear,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0,0,Low risk,NA,2,0,Moderate risk,0,0,0,0,9
fl23,221,1,Remick1994,0,1994,1994,amitriptyline,amit,17,R imputed from pub data and no or inadequate unpub data,41,NA,NA,Flexible,Licensed,No,Comparator,HAMD17,23.5,4,NA,OC,5,1,No,North America,Multi-center,Outpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.470588235,0.137254902,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
fl24,221,2,Remick1994,0,1994,1994,fluvoxamine,fluv,16,R imputed from pub data and no or inadequate unpub data,41.7,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD17,23.8,4,8.7,Others,9,1,No,North America,Multi-center,Outpatients only,Yes,7,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.333333333,0.1875,0.145833333,Moderate risk,NA,2,0,High risk,0,0,0,0,9
fl25,222,1,Nemeroff1995,1,1995,1995,fluvoxamine,fluv,49,R imputed from pub data and no or inadequate unpub data,38.5,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD21,24.57,7,11.07,Others,27,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.367346939,0.10961498,Moderate risk,NA,2,0,High risk,0,0,0,0,9
fl26,222,2,Nemeroff1995,1,1995,1995,sertraline,sert,48,R imputed from pub data and no or inadequate unpub data,41.2,NA,NA,Flexible,Licensed,No,Comparator,HAMD21,23.15,7,11.58,Others,23,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.257731959,0.145833333,0.111898625,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,15
fl28,223,2,Ottevanger1995,0,1995,1995,clomipramine,clom,20,R from pub data and no or inadequate unpub data,47.05,12.36,NA,Flexible,Licensed,No,Comparator,HAMD17,25.7,4,11.6,Others,16,0,No,Europe,Multi-center,Inpatients only,Unclear,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.2,0.15,0.05,Low risk,NA,2,0,Low risk,0,0,0,0,5
fl27,223,1,Ottevanger1995,0,1995,1995,fluvoxamine,fluv,20,R from pub data and no or inadequate unpub data,51.3,15.39,NA,Flexible,Licensed,Yes,Investigational,HAMD17,26.4,4,12.8,Others,13,0,No,Europe,Multi-center,Inpatients only,Unclear,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.25,0.05,Low risk,NA,2,0,Moderate risk,0,0,0,0,9
fl30,224,2,Rapaport1996,1,1996,1996,fluoxetine,fluo,49,R imputed from pub data and no or inadequate unpub data,38.6,NA,NA,Flexible,Licensed,No,Unclear,HAMD21,25.6,7,9.7,Others,29,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.15,0.163265306,0.013265306,Low risk,NA,2,0,Low risk,0,0,0,0,8
fl29,224,1,Rapaport1996,1,1996,1996,fluvoxamine,fluv,51,R imputed from pub data and no or inadequate unpub data,40,NA,NA,Flexible,Licensed,Yes,Unclear,HAMD21,25.2,7,9.6,Others,30,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.137254902,0.012745098,Low risk,NA,2,0,Moderate risk,0,0,0,0,9
fl35,227,1,Kiev1997,1,1997,1997,fluvoxamine,fluv,30,R imputed from pub data and no or inadequate unpub data,42.7,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD21,24.4,7,10.9,Others,17,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.366666667,0.033333333,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,9
fl36,227,2,Kiev1997,1,1997,1997,paroxetine,paro,30,R imputed from pub data and no or inadequate unpub data,39.9,NA,NA,Flexible,Licensed,No,Comparator,HAMD21,24.4,7,11.5,Others,16,1,No,North America,Multi-center,Outpatients only,Yes,7,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.333333333,0.3,0.033333333,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
fl38,228,2,Murasaki1998,0,1998,1998,amitriptyline,amit,122,R from pub data and no or inadequate unpub data,45.3,NA,NA,Flexible,Licensed,No,Comparator,HAMD21,23.6,4,12.7,Others,54,0,No,Asia,Multi-center,Both,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.459016393,NA,Low risk,NA,NA,0,Low risk,0,0,0,0,2
fl37,228,1,Murasaki1998,0,1998,1998,fluvoxamine,fluv,113,R from pub data and no or inadequate unpub data,40.5,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD21,22.9,4,12.5,Others,51,0,No,Asia,Multi-center,Both,No,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.380530973,NA,Low risk,NA,NA,0,Moderate risk,0,0,0,0,9
fl40,229,2,Dalery2003,1,2003,2003,fluoxetine,fluo,94,R from pub data and no or inadequate unpub data,42.1,NA,NA,Fixed,Licensed,No,Comparator,HAMD17,22.2,6,11.3,Others,54,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,0.239130435,0.212765957,0.026364477,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
fl39,229,1,Dalery2003,1,2003,2003,fluvoxamine,fluv,90,R from pub data and no or inadequate unpub data,42,NA,NA,Fixed,Licensed,Yes,Investigational,HAMD17,22.3,6,10,Others,53,0,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,NA,0.266666667,0.027536232,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,9
fl41,230,1,Rossini2005,1,2005,2005,fluvoxamine,fluv,40,R imputed from pub data and no or inadequate unpub data,67.8,NA,NA,Fixed,Licensed,Unclear,Investigational,HAMD21,31.23,7,7.56,LOCF,29,1,No,Europe,Single center,Inpatients only,Unclear,7,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.025,0.020454545,Low risk,NA,2,0,Low risk,0,0,0,0,9
fl42,230,2,Rossini2005,1,2005,2005,sertraline,sert,48,R imputed from pub data and no or inadequate unpub data,68.2,NA,NA,Fixed,Licensed,Unclear,Comparator,HAMD21,29.23,7,11.27,LOCF,28,1,No,Europe,Single center,Inpatients only,Unclear,7,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.045454545,0.0625,0.017045455,Low risk,NA,2,0,Low risk,0,0,0,0,15
fl46,232,2,Harris1991,0,1991,1991,amitriptyline,amit,34,R imputed from pub data and no or inadequate unpub data,48.1,12.3,0.824,Flexible,Licensed,Unclear,Comparator,HAMD17,22.8,NA,NA,OC,21,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.275362319,0.235294118,0.040068201,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
fl45,232,1,Harris1991,0,1991,1991,fluvoxamine,fluv,35,R imputed from pub data and no or inadequate unpub data,38.6,12.1,0.629,Flexible,Licensed,Unclear,Investigational,HAMD17,22.7,NA,NA,OC,13,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.314285714,0.038923395,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,9
m03,239,3,Ansseau1989a,0,1989,1989,amitriptyline,amit,49,R imputed from pub data and no or inadequate unpub data,48.6,10.9,0.656,Fixed,Licensed,No,Comparator,HAMD17,24.8,4,8.1,LOCF,35,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0.243055556,0.224489796,0.01856576,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,2
m02,239,2,Ansseau1989a,0,1989,1989,milnacipran,miln,95,R imputed from pub data and no or inadequate unpub data,48.59999847,10.9,0.656,Fixed,Licensed,Unclear,Investigational,HAMD17,24.75,4,9.2,LOCF,53,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,NA,0.1875,0.055555556,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,10
m05,240,2,Ansseau1989b,0,1989,1989,amitriptyline,amit,43,R imputed from pub data and no or inadequate unpub data,49.6,11.6,NA,Fixed,Licensed,No,Comparator,HAMD24,37.6,4,16.7,Others,22,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.091954023,0.11627907,0.024325047,Low risk,NA,2,0,Low risk,0,0,0,0,2
m04,240,1,Ansseau1989b,0,1989,1989,milnacipran,miln,44,R imputed from pub data and no or inadequate unpub data,49.6,11.6,NA,Fixed,Licensed,Unclear,Investigational,HAMD24,37.3,4,14.1,Others,28,1,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.068181818,0.023772205,Low risk,NA,2,0,Moderate risk,0,0,0,0,10
m06,241,1,Ansseau1991,0,1991,1991,fluvoxamine,fluv,41,R from pub data and no or inadequate unpub data,46.6,11.2,NA,Fixed,Licensed,Unclear,Comparator,HAMD24,32.69,4,14.69,Others,22,0,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.146341463,0.027293844,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,9
m10,241,3,Ansseau1991,0,1991,1991,milnacipran,miln,85,R from pub data and no or inadequate unpub data,48.20000076,13.3,NA,Fixed,Licensed,Unclear,Investigational,HAMD24,32.91500092,4,14.12,Others,56,0,No,Europe,Multi-center,Inpatients only,Yes,4,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.119047619,0.023255814,0.095791805,Moderate risk,NA,3,0,Moderate risk,0,0,0,0,10
m12,242,2,Ansseau1994b,1,1994,1994,fluoxetine,fluo,93,R imputed from pub data and no or inadequate unpub data,45,12.3,NA,Fixed,Licensed,No,Comparator,HAMD24,32.4,6,14.2,Others,43,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.215789474,0.193548387,0.022241087,Low risk,NA,2,0,Low risk,0,0,0,0,8
m11,242,1,Ansseau1994b,1,1994,1994,milnacipran,miln,97,R imputed from pub data and no or inadequate unpub data,44.8,11.2,NA,Fixed,Licensed,Yes,Investigational,HAMD24,30.6,6,NA,Others,32,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.237113402,0.021323928,Low risk,NA,2,0,Moderate risk,0,0,0,0,10
m14,243,2,Leinonen1997,0,1997,1997,clomipramine,clom,55,R from pub data and no or inadequate unpub data,47.1,10.6,NA,Flexible,Licensed,No,Comparator,HAMD17,23.1,6,8.18,Others,32,0,No,Europe,Multi-center,Both,Unclear,26,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,NA,NA,Low risk,NA,2,0,Low risk,0,0,0,0,5
m13,243,1,Leinonen1997,0,1997,1997,milnacipran,miln,52,R from pub data and no or inadequate unpub data,49.2,9.8,NA,Flexible,Licensed,Yes,Investigational,HAMD17,23.7,6,12.12,Others,32,0,No,Europe,Multi-center,Both,Unclear,26,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,NA,NA,Low risk,NA,2,0,Moderate risk,0,0,0,0,10
m17,244,3,Guelfi1998,1,1998,1998,fluoxetine,fluo,100,R from pub data and no or inadequate unpub data,45.8,12.8,NA,Fixed,Licensed,No,Comparator,HAMD17,27.4,12,-12.1,Others,51,0,No,Europe,Multi-center,Inpatients only,Yes,12,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.496666667,0.5,0.003333333,Low risk,NA,3,0,Low risk,0,0,0,0,8
m16,244,2,Guelfi1998,1,1998,1998,milnacipran,miln,200,R from pub data and no or inadequate unpub data,45.40000153,12.5,NA,Fixed,Licensed,Yes,Investigational,HAMD17,27.79999924,12,-12.9,Others,109,0,No,Europe,Multi-center,Inpatients only,Yes,12,Yes,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.51,0.013333333,Low risk,NA,3,0,Moderate risk,0,0,0,0,10
m18,245,1,Clerc2001,1,2001,2001,fluvoxamine,fluv,56,R from pub data and no or inadequate unpub data,52.2,12.6,NA,Fixed,Licensed,No,Comparator,HAMD24,31.4,6,15.5,Others,32,0,No,Europe,Multi-center,Both,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.303571429,0.020385588,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,9
m19,245,2,Clerc2001,1,2001,2001,milnacipran,miln,57,R from pub data and no or inadequate unpub data,48.7,15.1,NA,Fixed,Licensed,Yes,Investigational,HAMD24,32.8,6,12.1,Others,40,0,No,Europe,Multi-center,Both,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.283185841,0.263157895,0.020027946,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,10
m20,246,1,Yang2003,1,2003,2003,milnacipran,miln,27,R imputed from pub data and no or inadequate unpub data,43.5,10.4,NA,Flexible,Licensed,Yes,Investigational,HAMD17,25.2,8,NA,OC,4,1,No,Asia,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,NA,0.555555556,0.064989518,Moderate risk,NA,2,0,High risk,0,0,0,0,10
m21,246,2,Yang2003,1,2003,2003,sertraline,sert,26,R imputed from pub data and no or inadequate unpub data,42,8.9,NA,Flexible,Licensed,No,Comparator,HAMD17,23.2,8,NA,OC,2,1,No,Asia,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Unclear risk of bias,0.490566038,0.423076923,0.067489115,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,15
m22,247,1,Sechter2004,1,2004,2004,milnacipran,miln,149,R from pub data and no or inadequate unpub data,44.8,11.6,NA,Fixed,Licensed,Yes,Investigational,HAMD17,23.7,6,11.9,LOCF,86,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.194630872,0.010667141,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,10
m23,247,2,Sechter2004,1,2004,2004,paroxetine,paro,153,R from pub data and no or inadequate unpub data,42.8,11.2,NA,Fixed,Licensed,No,Comparator,HAMD17,23.4,6,11.4,LOCF,91,0,No,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.205298013,0.215686275,0.010388261,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
